Author,Title,Edition/Printing,"# Copies",HB/PB,ISBN,Section,Year
"Smith, Alexander H","The Mushroom Hunter's Field Guide",,,PB,9900089990,BOX,2011S
"Smith, Andrea","Conquest: Sexual Violence and American Indian Genocide",3,,PB,896087433,,
"Smith, Anna Deavere","Fires in the Mirror",7,,PB,385470142,,
"Smith, Anna Deavere","Twilight Los Angeles, 1992",10,,PB,385473761,,
"Smith, Bonnie G.","Global Feminisms Since 1945",,,PB,415184916,,
"Smith, Christian","Christian America? What Evangelicals Really Want",1,,PB,520234707,,
"Smith, Dean","Carolina Way: Leadership Lessons from a Life in Coaching",1,2,PB,143034642,,
"Smith, Gordon B.","State-Building in Russia: the Yeltsin Legacy and the Challenge of the Future",1,,PB,765602768,,
"Smith, Helmut Walser","Butcher's Tale",1,,HB,39305098X,,
"Smith, James K.A.","Who's Afraid of Postmodernism?",3,,PB,80102918X,,
"Smith, Jonathan Z.","Relating Religion: Essays in the Study of Religion",2,,PB,226763870,,
"Smith, Jonathan Z.","To Take Place: Toward Theory in Ritual",4,2,PB,226763617,,
"Smith, Leonard V. & Stephane Audoin-Rouzeau & Annette Becker","France and the Great War 1914-1918",,,PB,521666317,,
"Smith, Michael E.",Aztecs,2,3,PB,631230168,,2011S
"Smith, Michael E.",Aztecs,1,,PB,631209581,,
"Smith, Peter H.","Talons of the Eagle",2,,PB,195129989,,
"Smith, Robert Courtney","Mexican New York",1,,PB,520244133,,
"Smith, Sidonie & Julia Watson","Reading Autobiography",1,4,PB,816628831,,
"Smith, Vicki","Crossing the Great Divide",1,3,PB,801488125,Square,2010F
"Smollett, Tobias","Expedition of Humphry Clinker",3,,PB,1925835947,,
"Smyth, Herbert Weir","Greek Grammar",21,,HB,674362500,,
"Snowdon, David","Aging with Grace",2,,PB,553380923,,
"Socolow, Susan Migden","Women of Colonial Latin America",7,,PB,521476429,,2011S
"Solanas, Valerie","Scum Manifesto",2,,PB,1873176449,,
"Solinger, Rickie","Beggars and Choosers",1,3,PB,809028603,,
"Solomons, T.W. Graham","Organic Chemistry",5,,HB,471525448,Chemistry,
"Sommer, Deborah","Chinese Religion: An Anthology of Sources",6,6,PB,195088956,,
Sophocles,Antigone,2,,PB,872205711,,
Sophocles,Antigone,,,PB,521337014,,
Sophocles,"Complete Plays of Sophocles",12,2,PB,553213547,,
Sophocles,"Oedipus Plays of Sophocles",,2,PB,452011671,,
Sophocles,"Oedipus the King",,,PB,671465708,,
Sophocles,"Oedipus the King and Antigone",,,PB,,,
"Sorensen, Georg","Democracy and Democratization",3,,PB,813343801,,2011S
"Soseki, Natsume",Kokoro,13,,PB,895267153,,
"Soseki, Natsume",Kokoro,4,,PB,,,
"Souaiaia, Ahmed","al-Kitaab Supplement An Addendum: Arabic Grammar & Dialogues",2,,PB,1591095654,BOX,2011S
"Soysal, Yasemin Nuhoglu","Limits of Citizenship: Migrants and Postnational Membership in Europe",2,,PB,226768422,,
"Spark, Muriel","Prime of Miss Jean Brodie",12,,PB,141181427,,
"Sparks, Kimberly & Van Horn Vail","German in Review: Lehrbuch der Deutschen Grammatik",4,,PB,838460666,German,2010F
"Spellberg, D.A.","Politics, Gender, and the Islamic Past",1,3,PB,231079990,,2012S
"Spence, Jonathan D.","Death of Woman Wang",26,3,PB,14005121X,,
"Spence, Jonathan D.","Emperor of China: Self-Portrait of K'ang-His",,,PB,67972074X,,
"Spence, Jonathan D.","Search for Modern China",1,5,PB,393307808,,
"Spence, Jonathan D.","Search for Modern China",2,2,PB,393973514,,
"Spencer, Edmund","Edmund Spencer's Poetry",3,2,PB,393962997,,
"Spero, Joan E. & Jeffrey A. Hart","Politics of International Economic Relations",6,,PB,53460417X,,
"Spinoza, Benedictus De","Essential Spinoza Ethics and Related Writings",2,2,PB,872208032,,2011S
"Spradley, James & David W. McCurdy","Conformity and Conflict",11,,PB,205354793,,
"Spring, Joel","American Education",11,,PB,72558849,,
"Spring, Joel","Deculturalization and the Struggle for Equality",3,,PB,72322756,Square,2010F
"Spring, Joel","Deculturalization and the Struggle for Equality",4,,PB,72563834,Square,2010F
"Spring, Joel","Deculturalization and the Struggle for Equality",5,3,PB,73131776,Square,2010F
"Spring, Joel","Wheels in the Head",2,8,PB,805861319,,
"St. Clair, Caroline & Jonathan Visick","Exploring Bioinformatics",1,,PB,763758295,,2011S
"Stack, Carol B.","All Our Kin",23,,PB,61319821,,2011S
"Stallworthy, Jon & M.H. Abrams & Stephen Greenblatt","Norton Anthology of English Literature Volume 2C: the Twentieth Century",7,2,PB,393975703,"Literature Anthology",
"Stam, Robert & Toby Miller","Film and Theory",4,,PB,631206264,,
"Standage, Tom","An Edible History of Humanity",1,,HB,802715885,,
"Stanford, Craig B.","Chimpanzee and Red Colobus: Ecology of Predator and Prey",,2,HB,674116674,Square,2010F
"Stanislavski, Constantin","An Actor Prepares",,8,PB,878309837,,2011S
"Stanovich, Keith E.","How to Think Straight About Psychology",8,,PB,7115186058,Chinese,2012S
"Stansell, Christine","American Moderns",1,,HB,805067353,,
"Starling, Boris",Vodka,1,,HB,525947701,,
"Starr, Amory","Global Revolt",,,PB,1842774832,,
"Starr, Larry & Christopher Waterman","American Popular Music: From Minstrelsy to MTV",1,,PB,19510854X,,
"Starr, Paul","Creation of the Media",2,,PB,465081940,,2011S
"Steger, Manfred B.","Rethinking Globalism",,,PB,742525457,,
"Stegner, Wallace","Angle of Repose",24,,PB,14016930X,,
"Stein, Arlene","Stranger Next Door: Story of a Small Community's Battle over Sex, Faith, and Civil Rights",3,,PB,807079537,,
"Stein, Vera","Ich Wunsche dir Tausenderlei Gluck",,,HB,3629001947,German,2011S
"Steinbeck, John","In Dubious Battle",2,2,PB,,,2012S
"Steinberg, Ted","Down to Earth",2,,PB,195331820,,
"Steinberger, Peter J.","Readings in Classical Political Thought",1,,PB,872205126,,
"Steinlauf, Michael C.","Bondage to the Dead",1,,PB,815604033,,
"Stendahl, Krister","Paul Among the Jews and Gentiles",8,3,PB,800612248,,2011S
"Stephens, Mitchell","History of News",1,2,PB,155018574,,
"Stepick, Alex & Guillermo Grenier & Max Castro & Marvin Dunn","This Land is Our Land: Immigrants and Power in Miami",1,,PB,520233980,,
"Stern, Milton R. & Seymour L. Gross","American Literature Survey Colonial and Federal to 1800",,,PB,670018872,,
"Stern, Steve J.","Peru's Indian Peoples and the Challenge of Spanish Conquest: Huamanga to 1640",2,,PB,299141845,,
"Sternberg, Robert J. & Richard K. Wagner","Readings in Cognitive Psychology",3,2,PB,155041053,Psychology,
"Sterne, Laurence","Sentimental Journey",8,,PB,140430261,,
"Stevens, Edward Jr. & George H. Wood & James J. Sheehan","Justice, Ideology, and Education",4,2,PB,70614792,,
"Stevens, William K.","Miracle Under the Oaks: the Revival of Nature in America",1,2,PB,67178045X,,
"Steward, Thomas W. Jr. & Nathan Vaillette","Language Files: Materials for an Introduction to Language and Linguistics",8,5,PB,814250769,Linguistics,
"Stewart, James",Calculus,6,3,PB,495553778,Mathematics,2012S
"Stewart, James",Calculus,4,2,HB,534359493,Mathematics,
"Stewart, James",Calculus,5,15,HB,53439339X,Mathematics,
"Stewart, James","Multivariable Calculus",5,,HB,534393578,Mathematics,2011S
"Stewart, James","Single Variable Calculus",5,,HB,534393667,Mathematics,2011S
"Stewart, Kathleen","Ordinary Affects",,,PB,822341079,,2011S
"Stewart, Mary","Launching the Imagination",3,2,PB,73526487,,2012S
"Stewart, Susan","On Longing",8,,PB,822313669,,
"Stiers, Gretchen A.","From This Day Forward: Commitment, Marriage, and Family in Lesbian and Gay Relationships",1,2,PB,31222964X,,
"Stillwell, John","Elements of Number Theory",2,,HB,387955879,Mathematics,
"Stimson, Henry L.","Henry L. Stimson's American Policy in Nicaragua",,,PB,1558760377,,
"Stine, Jean Marie","Double Your Brain Power",1,,PB,131867199,,
"Stoker, Bram",Dracula,8,,PB,192833863,,
"Stoker, Bram",Dracula,,,PB,1420922599,,
"Stoller, Nancy E.","Lessons from the Damned: Queers, Whores, and Junkies Respond to AIDS",,,PB,415919614,,
"Stone, John & Rutledge Dennis","Race and Ethnicity: Comparative and Theoretical Approaches",,3,PB,631186344,Crate,2010F
"Stone, Ken","Practicing Safer Texts: Food, Sex and Bible in Queer Perspective",,,PB,567081729,,
"Stone, Linda & Paul F. Lurquin & L. Luca Cavalli-Sforza","Genes, Culture, and Human Evolution",1,,PB,1405131667,,
"Stone, Sarah & Ron Nyren","Deepening Fiction",1,,PB,32119537X,,
"Stoppard, Tom",Arcadia,11,,PB,571169341,,
"Stoppard, Tom",Travesties,24,,PB,802150899,,
"Storey, John","Cultural Studies and the Study of Popular Culture",2,,PB,820325668,,2011F
"Storey, John","Cultural Theory and Popular Culture",3,2,PB,820326127,,2010F
"Storey, John","Cultural Theory and Popular Culture",4,,PB,820328391,,2010F
"Stout, Linda","Bridging the Class Divide",9,2,PB,807043097,Square,2010F
"Stout, Linda","Bridging the Class Divide",4,,PB,807043095,,2010F
"Stout, Rex","Right to Die",20,4,PB,553240323,,
"Stout, Rex","Trio for Blunt Instruments",9,7,PB,553241915,,
"Stowe, Harriet Beecher","Uncle Tom's Cabin",1,3,PB,393963039,,2011S
"Strand, Mark & Eavan Boland","Making of a Poem",7,2,PB,393321789,,
"Strand, Mark & Eavan Boland","Making of a Poem",,3,PB,393321784,,2012S
"Strasser, Todd","Can't Get There From Here",8,,PB,689841701,,
"Straub, Richard O.","Study Guide to Accompany David G. Myers' Exploring Psychology",6,,PB,716786729,Psychology,
"Strauss, Steven H.","Guide to Solutions for Inorganic Chemistry",2,,PB,716723999,Chemistry,
"Street, Miguel","V.S. Naipaul",6,,PB,375713873,,
"Strier, Karen B.","Primate Behavioral Ecology",3,,PB,205444326,,
"Strindberg, August","Miss Julie",,,PB,486272818,,
"Strobel, Margaret","European Women and the Second British Empire",1,,PB,253206316,,
"Strong, Bryan & Christine DeVault & Barbara W. Sayad & William L. Yarber","Human Sexuality: Diversity in Contemporary America",4,3,PB,767421701,,
"Strong, John S.","Experience of Buddhism",1,2,PB,534191649,,
"Strong, John S.","Experience of Buddhism",2,,PB,534541755,,
"Strunk, William (Jr.) & E.B. White","Elements of Style",3,2,PB,205191584,"English Grammar/Words",
"Strunk, William (Jr.) & E.B. White","Elements of Style",4,3,PB,20530902X,"English Grammar/Words",
"Strutz, Henry","501 German Verbs",3,,PB,764102842,German,
"Stryker, Susan","Transgender History",6,,PB,1580052245,,2012S
"Stubbs, Marcia & Sylvan Barnet","Instructor's Manual to Accompany the Little, Brown Reader",4,,PB,316820075,,
"Sturkin, Marita & Lisa Cartwright","Practices of Looking: an Introduction to Visual Culture",5,3,PB,198742715,,
Suetonius,"Twelve Caesars",3,,PB,140449213,,
"Sukrungruang, Ira","Talk Thai",1,,PB,826219329,,2012S
"Suleri, Sara","Meatless Days",7,,PB,226779815,,2012S
"Sullivan, Nikki","Critical Introduction to Queer Theory",3,,PB,814798411,,2011S
"Summerhill, Louise","Story of Birthright",11,,PB,91338206X,,2012S
"Summit, Pat","Reach for the Summit",13,,PB,767902297,,
"Sumulong, Lawrence","Gawain Ng Diyos God's Work",,2,HB,,,2011S
"Sunderman, Gail L. & James S. Kim & Gary Orfield","NCLB Meets School Realities: Lessons from the Field",1,,PB,1412915554,,
"Suny, Ronald Grigor","Soviet Experiment",9,2,PB,195081056,,
"Suny, Ronald Grigor","Structure of Soviet History",1,,PB,195137043,,2011S
"Suskind, Ron","Hope in the Unseen",13,5,PB,767901266,,
"Sussman, Robert W.","Biological Basis of Human Behavior",2,,PB,137997353,,2012S
"Sutherland, Amy","What Shamu Taught Me About Life, Love, and Marriage",1,,PB,812978087,,2011S
"Suzuki, Shunryu","Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",,2,PB,834800799,,
"Swanson, Philip","Companion to Latin American Studies",3,,PB,340806826,,2011S
"Swartwout, Susan & Jim Elledge","Student's Guide to Getting Published",1,,PB,321117794,,
"Sweeney, Regina M.","Singing Our Way to Victory",1,2,PB,819564737,,2012S
"Swift, Jonathan","Gulliver's Travels",5,,PB,192833774,,
"Synge, J.M.","The Playboy of the Western World and Riders to the Sea",,,PB,486235628,,
"Szczypiorski, Andrzej","Beautiful Mrs. Seidenman",1,,HB,802111408,,
"Szczypiorski, Andrzej","Beautiful Mrs. Seidenman",2,2,PB,802135021,,
"Szymborska, Wislawa","View with a Grain of Sand",1,2,PB,156002167,Floor,2010F
Tacitus,"Annals of Imperial Rome",,3,PB,140440607,,
"Takeyama, Michio","Harp of Burma",4,,PB,804802327,,
"Tallarida, Ronald J.","Pocket Book of Integrals and Mathematical Formulas",3,,PB,849302633,,
"Tamez, Elsa","Amnesty of Grace",1,,PB,687009340,,
"Tan, Amy","Joy Luck Club",,,PB,804106304,,
Tang,"Molecules that Matter",,,PB,,Biology,
"Tanizaki, Junichiro",Naomi,6,,PB,375724745,,
"Tanizaki, Junichiro",Quicksand,4,,PB,679760229,,
"Tapia y Rivera, Alejandro","La Cuarterona",,,HB,847702456,Spanish,
"Tattersall, Ian & Jeffrey Schwartz","Extinct Humans",1,,HB,813334829,Anthropology,
"Tattersall, Ian & Jeffrey Schwartz","Extinct Humans",2,10,PB,813339189,Anthropology,
"Tatum, Beverly Daniel","Why Are All the Black Kids Sitting Together in the Cafeteria?",11,,PB,465083617,,2010F
"Tatum, Charles M.","Chicano Popular Culture: Que Hable el Pueblo",1,3,PB,816519838,,
"Taylor, Alan","American Colonies",12,,PB,142002100,,
"Taylor, Barbara","Eve and the New Jerusalem",1,,PB,674270231,,
"Taylor, Bron Raymond","Ecological Resistance Movements",3,,PB,791426467,,
"Taylor, Denny","Learning Denied",13,,PB,43508545X,,
"Taylor, Shelley E.","Health Psychology",5,,HB,72564873,Floor,2010F
"Taylor, Shelley E. & Letitia Anne Peplau & David O. Sears","Social Psychology",12,,HB,131932810,Psychology,
"Taylor, Timothy D.","Global Pop: World Music, World Markets",1,6,PB,415918723,Music,
"Teich, Albert H.","Technology and the Future",8,,PB,312208588,,
"Teichert, Herman & Lovette Teichert","Allerlei zum Lesen",1,,PB,66920143X,German,
"Teng, Shou-hsin & Lo Sun Perry","Taiwan Today an Intermediate Course",2,3,PB,887272266,Chinese,
"Teresa of Avila","Interior Castle",35,,PB,385036434,,
"Terkel, Studs","Hope Dies Last",1,3,PB,156584937X,,2011S
"Terrell, Tracy D. & Erwin Tschirner & Brigitte Nikolai","Kontakte: a Communicative Approach",4,6,HB,73655163,German,
"Terrell, Tracy D. & Erwin Tschirner & Brigitte Nikolai & Ulla Hirschfeld","Arbeitsbuch to Accompany Kontakte: a Communicative Approach",4,2,PB,72309725,German,
"Terry, Jennifer","American Obsession: Science, Medicine, and Homosexuality in Modern Society",1,,PB,226793672,,
"Thaler, Richard H. & Cass R. Sunstein",Nudge,14,,PB,143115267,,2011S
"Thernstrom, Abigail & Stephan Thernstrom","No Excuses: Closing the Racial Gap in Learning",4,,PB,74326522X,,
"Thieman, William J. & Michael A. Palladino","Introduction to Biotechnology",8,,PB,805348255,Biology,
"Thio, Alex","Deviant Behavior",7,,HB,205388833,Psychology,
"Thio, Alex & Thomas C. Calhoun","Readings in Deviant Behavior",3,,PB,205389155,,
"Thiong'o, Ngugi wa","Grain of Wheat",20,,PB,435909878,,
"Thomas, Gary & Andrew Loxley","Deconstructing Special Education and Constructing Inclusion",2,,PB,335223710,,
"Thomas, Lee & Stephen Tchudi","English Language: An Owner's Manual",3,3,PB,205274595,,
"Thomas, Roy & Gil Kane & Jim Woodring","Richard Wagner's the Ring of the Nibelung",,,PB,446393622,,
"Thompson, Charis","Making Parents: the Ontological Choreography of Reproductive Technologies",2,2,PB,262701197,,
"Thompson, Christopher S.","Tour de France",2,,HB,520247604,,
"Thompson, Laurence G.","Chinese Religion",5,5,PB,534255361,,2011S
"Thompson, Leonard","History of South Africa",5,,PB,300087765,,
"Thompson, William Forde","Music, Thought, and Feeling",3,,PB,195377071,,2012S
"Thoreau, Henry D.","Walden, Civil Disobedience, and Other Writings",3,,PB,393930900,,2011S
"Thoreau, Henry David","Civil Disobedience and Other Essays",,,PB,486275639,,
"Thoreau, Henry David",Walden,7,,PB,691014647,,
"Thornbury, Barbara E.","Folk Performing Arts: Traditional Culture in Contemporary Japan",1,,PB,791432564,,
"Thorne, Barrie","Gender Play: Girls and Boys in School",6,,PB,813519233,,
"Thornhill, Randy & Craig T. Palmer","Natural History of Rape: Biological Bases of Sexual Coercion",2,,PB,262700832,,
"Thornton, John","Africa and Africans in the Making of the Atlantic World, 1400-1800",2,14,PB,521627249,,
"Thorpe, Helen","Just Like Us",1,,HB,1416538936,,2011S
Thucydides,"History of the Peloponnesian War",,15,PB,140440399,,2011S
Thucydides,"On Justice, Power, and Human Nature",4,4,PB,872201686,,
Thucydides,"Peloponnesian War",1,2,PB,872203948,,
"Thudium, Laura","Stage Makeup",1,,PB,823088391,,
"Thuy, Le Thi Diem","Gangster We Are All Looking For",1,,HB,375400184,,
"Tian-Shanskaia, Olga Semyonova","Village Life in Late Tsarist Russia",7,,PB,253347971,,
"Tietenberg, Tom","Environmental and Natural Resource Economics",7,3,HB,321305043,Economics,2011S
"Tietenberg, Tom","Environmental and Natural Resource Economics",8,,HB,321560469,Economics,2011S
"Till, Karen E.","New Berlin: Memory, Politics, Place",1,3,PB,816640114,,
"Tilley, Virginia Q.","Seeing Indians",1,3,PB,826339255,Square,2010F
"Tiyavanich, Kamala","Forest Recollections",3,2,PB,824817818,,
"Todaro, Michael P. & Stephen C. Smith","Economic Development",9,3,HB,321278887,Economics,2010F
"Todaro, Michael P. & Stephen C. Smith","Economic Development",10,,HB,321485734,Economics,2011S
"Todaro, Michael P. & Stephen C. Smith","Economic Development",8,2,HB,201770512,Economics,
"Tolbert, Mary Ann","Sowing the Gospel",2,4,PB,800629744,,2011S
"Tolkien, J.R.R.","Return of the King",,,PB,618002243,,
"Tolstoy, Leo","Anna Karenin",46,,PB,140440410,,
"Tolstoy, Leo","Great Short Works of Leo Tolstoy",32,2,PB,60830719,Floor,2010F
"Tolstoy, Leo","Great Short Works of Leo Tolstoy",7,3,PB,60586974,Floor,2010F
"Tolstoy, Leo","Great Short Works of Leo Tolstoy",,2,PB,60586973,,2010F
"Tolstoy, Leo","Great Short Works of Leo Tolstoy",15,,PB,60830719,,2012S
"Tolstoy, Leo","War and Peace",11,,PB,671418939,,2011S
"Tolstoy, Leo","War and Peace",8,,PB,39396647X,,
"Tomczak, Matthias & J. Stuart Godfrey","Regional Oceanography: an Introduction",1,,PB,80410200,,
"Toner, J.P.","Leisure and Ancient Rome",1,,PB,745621988,,
"Tong, Rosemarie Putnam","Feminist Thought",2,2,PB,813332958,,
"Toomer, Jean",Cane,8,,PB,871401519,,2012S
"Torr, James D.","Genetic Engineering: Opposing Viewpoints",,2,PB,737705116,,
"Torricelli, Robert & Andrew Carroll","In Our Own Words",3,,PB,743410521,,2012S
"Toson, Shimazaki","Broken Commandment",11,,PB,4130870262,,
"Totman, Conrad","Japan Before Perry",10,8,PB,520041348,,
"Toussaint, Jean-Philippe","L'Appareil Photo",,,PB,2707311979,French,
"Tracy, Karen","Everyday Talk",2,3,PB,1572307897,,
"Trask, Haunani-Kay","From a Native Daughter",4,,PB,824820596,,2011S
"Trask, Haunani-Kay","From a Native Daughter",1,,PB,824820592,,
"Traven, B.","Night Visitor and Other Stories",,,PB,1566630398,,
"Tregarthen, Timothy & Libby Rittenberg",Macroeconomics,2,,PB,1572594195,Economics,
"Tremain, Rose","Road Home",1,,HB,316002615,,2011S
"Trenka, Jane Jeong","Language of Blood",1,,PB,1555974260,,2012S
"Trethewey, Natasha","Native Guard",2,,PB,618872655,,
"Triana, Jose","La Noche de los Asesinos",,3,PB,8437619149,Spanish,
